Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Housing Occupancy","Rental vacancy rate",2.9,"(+/- 1.4 )",4.8,"(+/- 2.6 )",4.4,"(+/- 1.8 )",4.9,"(+/- 1.6 )",3.0,"(+/- 1.0 )",4.0,"(+/- 1.0 )",2.0,"(+/- 0.6 )",3.1,"(+/- 0.7 )",3.4,"(+/- 0.7 )",4.7,"(+/- 1.2 )",4.2,"(+/- 1.1 )",4.9,"(+/- 1.4 )",2.9,"(+/- 0.7 )",2.7,"(+/- 0.7 )",1.6,"(+/- 0.4 )",1.9,"(+/- 0.6 )",3.0,"(+/- 1.3 )",3.1,"(+/- 1.2 )",5.0,"(+/- 1.6 )",7.2,"(+/- 1.7 )",4.7,"(+/- 1.4 )",7.0,"(+/- 1.6 )",6.0,"(+/- 1.6 )",8.8,"(+/- 1.6 )",7.4,"(+/- 1.7 )",4.2,"(+/- 0.9 )",3.5,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",252630,"(+/- 5032 )",223418,"(+/- 4503 )",257333,"(+/- 5317 )",238571,"(+/- 4335 )",230322,"(+/- 4859 )",266127,"(+/- 5008 )",253213,"(+/- 6899 )",308982,"(+/- 5490 )",285637,"(+/- 6358 )",317659,"(+/- 7649 )",265022,"(+/- 3981 )",366996,"(+/- 8725 )",295057,"(+/- 7465 )",242702,"(+/- 5106 )",262833,"(+/- 5958 )",277231,"(+/- 6557 )",249845,"(+/- 4461 )",253104,"(+/- 3825 )",272241,"(+/- 4694 )",302852,"(+/- 4148 )",280765,"(+/- 4554 )",277265,"(+/- 3987 )",282880,"(+/- 4072 )",280843,"(+/- 4402 )",294719,"(+/- 3248 )",311623,"(+/- 5009 )",296942,"(+/- 4302 )"
Housing,"Housing Tenure",Owner-occupied,203473,"(+/- 4828 )",183364,"(+/- 4331 )",211104,"(+/- 5689 )",182842,"(+/- 4036 )",131454,"(+/- 4378 )",121339,"(+/- 4641 )",58203,"(+/- 3410 )",100159,"(+/- 3904 )",85837,"(+/- 3940 )",99725,"(+/- 5381 )",144969,"(+/- 4066 )",100945,"(+/- 5256 )",29435,"(+/- 2603 )",73318,"(+/- 3835 )",23156,"(+/- 2460 )",139406,"(+/- 5324 )",169648,"(+/- 4974 )",175914,"(+/- 5017 )",198460,"(+/- 3861 )",181996,"(+/- 3919 )",197341,"(+/- 4504 )",192442,"(+/- 3637 )",196297,"(+/- 4001 )",190881,"(+/- 4016 )",183123,"(+/- 3606 )",182678,"(+/- 4171 )",228007,"(+/- 4427 )"
Housing,"Housing Tenure",Renter-occupied,49157,"(+/- 3983 )",40054,"(+/- 3469 )",46229,"(+/- 3752 )",55729,"(+/- 4132 )",98868,"(+/- 4770 )",144788,"(+/- 5313 )",195010,"(+/- 6400 )",208823,"(+/- 5880 )",199800,"(+/- 5854 )",217934,"(+/- 7968 )",120053,"(+/- 4223 )",266051,"(+/- 8694 )",265622,"(+/- 7725 )",169384,"(+/- 4888 )",239677,"(+/- 5710 )",137825,"(+/- 6964 )",80197,"(+/- 4354 )",77190,"(+/- 4186 )",73781,"(+/- 3935 )",120856,"(+/- 4637 )",83424,"(+/- 3677 )",84823,"(+/- 3720 )",86583,"(+/- 3596 )",89962,"(+/- 4226 )",111596,"(+/- 3511 )",128945,"(+/- 5354 )",68935,"(+/- 3983 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.83,"(+/- 0.06 )",3.22,"(+/- 0.07 )",2.85,"(+/- 0.05 )",3.11,"(+/- 0.05 )",3.51,"(+/- 0.08 )",2.72,"(+/- 0.07 )",3.08,"(+/- 0.12 )",2.78,"(+/- 0.09 )",2.80,"(+/- 0.09 )",2.45,"(+/- 0.08 )",2.99,"(+/- 0.06 )",2.10,"(+/- 0.07 )",2.18,"(+/- 0.11 )",2.94,"(+/- 0.10 )",3.11,"(+/- 0.24 )",2.82,"(+/- 0.07 )",2.87,"(+/- 0.07 )",2.88,"(+/- 0.06 )",2.54,"(+/- 0.05 )",2.49,"(+/- 0.04 )",2.43,"(+/- 0.05 )",2.50,"(+/- 0.05 )",2.41,"(+/- 0.04 )",2.54,"(+/- 0.04 )",2.50,"(+/- 0.04 )",2.35,"(+/- 0.05 )",2.49,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.44,"(+/- 0.15 )",2.58,"(+/- 0.18 )",2.44,"(+/- 0.14 )",2.70,"(+/- 0.14 )",2.86,"(+/- 0.09 )",2.61,"(+/- 0.08 )",2.60,"(+/- 0.07 )",2.30,"(+/- 0.05 )",2.34,"(+/- 0.05 )",2.13,"(+/- 0.06 )",2.47,"(+/- 0.07 )",1.82,"(+/- 0.05 )",2.52,"(+/- 0.07 )",2.74,"(+/- 0.08 )",2.68,"(+/- 0.05 )",2.38,"(+/- 0.08 )",2.87,"(+/- 0.11 )",2.44,"(+/- 0.10 )",2.17,"(+/- 0.08 )",2.00,"(+/- 0.06 )",2.10,"(+/- 0.07 )",2.06,"(+/- 0.07 )",2.04,"(+/- 0.07 )",2.09,"(+/- 0.07 )",2.06,"(+/- 0.05 )",1.97,"(+/- 0.05 )",1.89,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",252630,"(+/- 5032 )",223418,"(+/- 4503 )",257333,"(+/- 5317 )",238571,"(+/- 4335 )",230322,"(+/- 4859 )",266127,"(+/- 5008 )",253213,"(+/- 6899 )",308982,"(+/- 5490 )",285637,"(+/- 6358 )",317659,"(+/- 7649 )",265022,"(+/- 3981 )",366996,"(+/- 8725 )",295057,"(+/- 7465 )",242702,"(+/- 5106 )",262833,"(+/- 5958 )",277231,"(+/- 6557 )",249845,"(+/- 4461 )",253104,"(+/- 3825 )",272241,"(+/- 4694 )",302852,"(+/- 4148 )",280765,"(+/- 4554 )",277265,"(+/- 3987 )",282880,"(+/- 4072 )",280843,"(+/- 4402 )",294719,"(+/- 3248 )",311623,"(+/- 5009 )",296942,"(+/- 4302 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",45363,"(+/- 3077 )",32567,"(+/- 2884 )",38806,"(+/- 3362 )",38714,"(+/- 3240 )",35780,"(+/- 3044 )",55761,"(+/- 3422 )",65614,"(+/- 3804 )",71065,"(+/- 4350 )",64744,"(+/- 4465 )",94324,"(+/- 5351 )",52023,"(+/- 4113 )",132797,"(+/- 7672 )",65115,"(+/- 5044 )",54457,"(+/- 3774 )",54037,"(+/- 4526 )",52465,"(+/- 4740 )",47777,"(+/- 3164 )",56378,"(+/- 3584 )",53261,"(+/- 3709 )",85349,"(+/- 4127 )",66040,"(+/- 3766 )",59282,"(+/- 3646 )",67457,"(+/- 3574 )",69014,"(+/- 4150 )",79154,"(+/- 4066 )",81405,"(+/- 4052 )",54359,"(+/- 3537 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",25262,"(+/- 2569 )",17977,"(+/- 1961 )",25780,"(+/- 2236 )",22658,"(+/- 2483 )",21651,"(+/- 2645 )",26064,"(+/- 2746 )",25854,"(+/- 2621 )",39409,"(+/- 3516 )",31456,"(+/- 2882 )",35866,"(+/- 3820 )",28454,"(+/- 2862 )",45783,"(+/- 3896 )",35121,"(+/- 4068 )",29862,"(+/- 3235 )",28174,"(+/- 3716 )",34367,"(+/- 3811 )",26269,"(+/- 2681 )",28220,"(+/- 3150 )",24883,"(+/- 2465 )",37061,"(+/- 3357 )",28989,"(+/- 2821 )",27423,"(+/- 2182 )",27634,"(+/- 2241 )",28125,"(+/- 2540 )",35051,"(+/- 3092 )",35495,"(+/- 2917 )",28154,"(+/- 2780 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",35792,"(+/- 3555 )",28751,"(+/- 2905 )",36714,"(+/- 2743 )",35687,"(+/- 3276 )",35329,"(+/- 3296 )",46173,"(+/- 3528 )",40741,"(+/- 3291 )",53736,"(+/- 4804 )",43336,"(+/- 3295 )",50561,"(+/- 4180 )",45805,"(+/- 4017 )",55965,"(+/- 4389 )",53554,"(+/- 3959 )",39852,"(+/- 3562 )",47536,"(+/- 3876 )",44194,"(+/- 4108 )",39095,"(+/- 3335 )",37358,"(+/- 3241 )",38429,"(+/- 2811 )",40716,"(+/- 3151 )",39765,"(+/- 2783 )",39799,"(+/- 3188 )",38471,"(+/- 2866 )",38790,"(+/- 2789 )",47350,"(+/- 3281 )",48702,"(+/- 3709 )",47683,"(+/- 2923 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",57285,"(+/- 3826 )",53149,"(+/- 3369 )",58690,"(+/- 3972 )",54293,"(+/- 4177 )",60994,"(+/- 3822 )",63386,"(+/- 3593 )",52942,"(+/- 3828 )",63801,"(+/- 4037 )",59157,"(+/- 4304 )",57128,"(+/- 4556 )",60763,"(+/- 3837 )",49460,"(+/- 4855 )",61267,"(+/- 4729 )",52764,"(+/- 3659 )",72571,"(+/- 5265 )",67139,"(+/- 4584 )",58429,"(+/- 4261 )",59871,"(+/- 3772 )",64909,"(+/- 3946 )",63233,"(+/- 3530 )",60971,"(+/- 3616 )",60974,"(+/- 3121 )",58229,"(+/- 2824 )",61335,"(+/- 3269 )",57941,"(+/- 2951 )",58303,"(+/- 3387 )",65224,"(+/- 3537 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",41784,"(+/- 2994 )",37807,"(+/- 3260 )",40518,"(+/- 2752 )",37752,"(+/- 2805 )",35771,"(+/- 2933 )",33292,"(+/- 2774 )",29744,"(+/- 2600 )",43829,"(+/- 3598 )",39759,"(+/- 3269 )",34642,"(+/- 3940 )",36258,"(+/- 2909 )",39474,"(+/- 4676 )",41131,"(+/- 3490 )",29634,"(+/- 2886 )",31313,"(+/- 3172 )",36595,"(+/- 3199 )",35222,"(+/- 2698 )",32870,"(+/- 2739 )",38116,"(+/- 2551 )",32844,"(+/- 2534 )",37188,"(+/- 2548 )",38671,"(+/- 2550 )",37323,"(+/- 2520 )",35565,"(+/- 2436 )",34106,"(+/- 2274 )",33821,"(+/- 2181 )",44846,"(+/- 2681 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",47144,"(+/- 3327 )",53167,"(+/- 3136 )",56825,"(+/- 3229 )",49467,"(+/- 3092 )",40797,"(+/- 3138 )",41451,"(+/- 2643 )",38318,"(+/- 2922 )",37142,"(+/- 3111 )",47185,"(+/- 2959 )",45138,"(+/- 3240 )",41719,"(+/- 2679 )",43517,"(+/- 3578 )",38869,"(+/- 3808 )",36133,"(+/- 3396 )",29202,"(+/- 3125 )",42471,"(+/- 3417 )",43053,"(+/- 2681 )",38407,"(+/- 2122 )",52643,"(+/- 2518 )",43649,"(+/- 2727 )",47812,"(+/- 2972 )",51116,"(+/- 2400 )",53766,"(+/- 2327 )",48014,"(+/- 2310 )",41117,"(+/- 2664 )",53897,"(+/- 3032 )",56676,"(+/- 2983 )"
Housing,Value,"Owner-occupied units",203473,"(+/- 4828 )",183364,"(+/- 4331 )",211104,"(+/- 5689 )",182842,"(+/- 4036 )",131454,"(+/- 4378 )",121339,"(+/- 4641 )",58203,"(+/- 3410 )",100159,"(+/- 3904 )",85837,"(+/- 3940 )",99725,"(+/- 5381 )",144969,"(+/- 4066 )",100945,"(+/- 5256 )",29435,"(+/- 2603 )",73318,"(+/- 3835 )",23156,"(+/- 2460 )",139406,"(+/- 5324 )",169648,"(+/- 4974 )",175914,"(+/- 5017 )",198460,"(+/- 3861 )",181996,"(+/- 3919 )",197341,"(+/- 4504 )",192442,"(+/- 3637 )",196297,"(+/- 4001 )",190881,"(+/- 4016 )",183123,"(+/- 3606 )",182678,"(+/- 4171 )",228007,"(+/- 4427 )"
Housing,Value,"Less than $50,000",2514,"(+/- 757 )",2009,"(+/- 639 )",1846,"(+/- 462 )",1263,"(+/- 377 )",2991,"(+/- 732 )",1704,"(+/- 818 )",1125,"(+/- 441 )",2237,"(+/- 769 )",1128,"(+/- 433 )",1931,"(+/- 712 )",2080,"(+/- 597 )",1274,"(+/- 895 )",2898,"(+/- 1235 )",1908,"(+/- 500 )",1974,"(+/- 783 )",8901,"(+/- 2217 )",2106,"(+/- 729 )",3824,"(+/- 920 )",9371,"(+/- 1205 )",5903,"(+/- 1214 )",17709,"(+/- 1846 )",13749,"(+/- 1664 )",23920,"(+/- 1873 )",12348,"(+/- 1537 )",6766,"(+/- 1092 )",12878,"(+/- 1545 )",14654,"(+/- 1915 )"
Housing,Value,"$50,000 to $99,999",2533,"(+/- 891 )",1254,"(+/- 506 )",1521,"(+/- 627 )",1055,"(+/- 474 )",1246,"(+/- 627 )",1087,"(+/- 417 )",537,"(+/- 335 )",1820,"(+/- 1032 )",464,"(+/- 261 )",1538,"(+/- 808 )",752,"(+/- 325 )",83,"(+/- 135 )",1335,"(+/- 620 )",1096,"(+/- 423 )",1192,"(+/- 504 )",4726,"(+/- 1404 )",2493,"(+/- 882 )",4013,"(+/- 968 )",20704,"(+/- 1952 )",13904,"(+/- 1977 )",39874,"(+/- 2210 )",52586,"(+/- 3026 )",61338,"(+/- 2440 )",42798,"(+/- 2627 )",27684,"(+/- 2043 )",37158,"(+/- 2507 )",30478,"(+/- 2113 )"
Housing,Value,"$100,000 to $149,999",3093,"(+/- 746 )",1567,"(+/- 675 )",1168,"(+/- 495 )",2003,"(+/- 790 )",961,"(+/- 479 )",1593,"(+/- 590 )",766,"(+/- 433 )",938,"(+/- 491 )",1778,"(+/- 568 )",2108,"(+/- 977 )",595,"(+/- 313 )",392,"(+/- 258 )",1373,"(+/- 557 )",1186,"(+/- 506 )",937,"(+/- 512 )",4549,"(+/- 1099 )",3284,"(+/- 870 )",8589,"(+/- 1418 )",26021,"(+/- 2257 )",19723,"(+/- 2365 )",37690,"(+/- 2608 )",51920,"(+/- 3788 )",41144,"(+/- 2385 )",49219,"(+/- 2524 )",52892,"(+/- 3090 )",47016,"(+/- 2474 )",48442,"(+/- 2662 )"
Housing,Value,"$150,000 to $199,999",5335,"(+/- 1014 )",2428,"(+/- 1004 )",4160,"(+/- 1158 )",2916,"(+/- 991 )",1823,"(+/- 596 )",3461,"(+/- 971 )",379,"(+/- 240 )",1600,"(+/- 565 )",1558,"(+/- 560 )",258,"(+/- 250 )",772,"(+/- 376 )",481,"(+/- 377 )",871,"(+/- 467 )",2743,"(+/- 798 )",760,"(+/- 423 )",6733,"(+/- 1320 )",4721,"(+/- 1104 )",15710,"(+/- 2189 )",34046,"(+/- 2539 )",35420,"(+/- 2861 )",32580,"(+/- 2596 )",31657,"(+/- 2209 )",28900,"(+/- 2342 )",37052,"(+/- 2603 )",39189,"(+/- 2358 )",34466,"(+/- 2489 )",45692,"(+/- 2675 )"
Housing,Value,"$200,000 to $299,999",28407,"(+/- 2695 )",16214,"(+/- 2349 )",9374,"(+/- 1540 )",8261,"(+/- 1607 )",3785,"(+/- 883 )",12217,"(+/- 1619 )",720,"(+/- 334 )",3650,"(+/- 939 )",3493,"(+/- 897 )",1507,"(+/- 611 )",6364,"(+/- 1287 )",1843,"(+/- 794 )",1474,"(+/- 563 )",5491,"(+/- 1503 )",1665,"(+/- 616 )",11123,"(+/- 1944 )",12074,"(+/- 2046 )",45283,"(+/- 3380 )",56388,"(+/- 3252 )",55219,"(+/- 3165 )",37800,"(+/- 2918 )",24925,"(+/- 2109 )",22165,"(+/- 1913 )",32010,"(+/- 1842 )",36926,"(+/- 2580 )",30843,"(+/- 2897 )",49595,"(+/- 2543 )"
Housing,Value,"$300,000 to $499,999",94045,"(+/- 4279 )",110915,"(+/- 4341 )",46506,"(+/- 3626 )",65737,"(+/- 3633 )",44370,"(+/- 2593 )",22962,"(+/- 2411 )",5603,"(+/- 963 )",15998,"(+/- 2202 )",13709,"(+/- 1958 )",5187,"(+/- 1212 )",35634,"(+/- 2927 )",7504,"(+/- 1638 )",6938,"(+/- 1537 )",15331,"(+/- 1823 )",5950,"(+/- 1141 )",31550,"(+/- 2727 )",61373,"(+/- 3590 )",65149,"(+/- 3650 )",36632,"(+/- 2613 )",41042,"(+/- 2158 )",21686,"(+/- 2313 )",12889,"(+/- 1767 )",11699,"(+/- 1270 )",12600,"(+/- 1425 )",14050,"(+/- 1515 )",13192,"(+/- 1518 )",29117,"(+/- 1965 )"
Housing,Value,"$500,000 to $999,999",56506,"(+/- 3328 )",46173,"(+/- 3281 )",109422,"(+/- 4017 )",93244,"(+/- 3873 )",71413,"(+/- 3856 )",58078,"(+/- 3136 )",26945,"(+/- 2554 )",53611,"(+/- 3187 )",37665,"(+/- 3152 )",30890,"(+/- 3155 )",78812,"(+/- 3854 )",32703,"(+/- 3554 )",8752,"(+/- 1377 )",36734,"(+/- 2869 )",10136,"(+/- 1695 )",53571,"(+/- 3282 )",69829,"(+/- 3843 )",28574,"(+/- 2600 )",12317,"(+/- 1357 )",8758,"(+/- 1245 )",7665,"(+/- 1271 )",3894,"(+/- 841 )",5396,"(+/- 924 )",4156,"(+/- 887 )",4659,"(+/- 1034 )",6141,"(+/- 1053 )",8297,"(+/- 1543 )"
Housing,Value,"$1,000,000 or more",11040,"(+/- 1547 )",2804,"(+/- 799 )",37107,"(+/- 2624 )",8363,"(+/- 1210 )",4865,"(+/- 989 )",20237,"(+/- 1830 )",22128,"(+/- 2284 )",20305,"(+/- 2416 )",26042,"(+/- 2472 )",56306,"(+/- 4258 )",19960,"(+/- 2355 )",56665,"(+/- 4249 )",5794,"(+/- 1221 )",8829,"(+/- 1234 )",542,"(+/- 353 )",18253,"(+/- 1561 )",13768,"(+/- 1463 )",4772,"(+/- 789 )",2981,"(+/- 755 )",2027,"(+/- 924 )",2337,"(+/- 599 )",822,"(+/- 376 )",1735,"(+/- 600 )",698,"(+/- 346 )",957,"(+/- 444 )",984,"(+/- 477 )",1732,"(+/- 709 )"
Housing,Value,"Median (dollars)",418000,"(+/- 7243 )",422700,"(+/- 4909 )",645300,"(+/- 9491 )",535000,"(+/- 10589 )",545900,"(+/- 10515 )",694100,"(+/- 26821 )",849900,"(+/- 31173 )",661900,"(+/- 14487 )",759500,"(+/- 28476 )",1121800,"(+/- 50584 )",630200,"(+/- 11756 )",1141500,"(+/- 66783 )",493900,"(+/- 56114 )",601000,"(+/- 19439 )",479100,"(+/- 25947 )",514200,"(+/- 18845 )",496500,"(+/- 9939 )",325000,"(+/- 7152 )",214600,"(+/- 5060 )",225700,"(+/- 4963 )",154400,"(+/- 3638 )",124300,"(+/- 2655 )",112900,"(+/- 2466 )",140700,"(+/- 2817 )",154500,"(+/- 2751 )",143400,"(+/- 3218 )",167700,"(+/- 2458 )"
Housing,"Mortgage Status","Owner-occupied units",203473,"(+/- 4828 )",183364,"(+/- 4331 )",211104,"(+/- 5689 )",182842,"(+/- 4036 )",131454,"(+/- 4378 )",121339,"(+/- 4641 )",58203,"(+/- 3410 )",100159,"(+/- 3904 )",85837,"(+/- 3940 )",99725,"(+/- 5381 )",144969,"(+/- 4066 )",100945,"(+/- 5256 )",29435,"(+/- 2603 )",73318,"(+/- 3835 )",23156,"(+/- 2460 )",139406,"(+/- 5324 )",169648,"(+/- 4974 )",175914,"(+/- 5017 )",198460,"(+/- 3861 )",181996,"(+/- 3919 )",197341,"(+/- 4504 )",192442,"(+/- 3637 )",196297,"(+/- 4001 )",190881,"(+/- 4016 )",183123,"(+/- 3606 )",182678,"(+/- 4171 )",228007,"(+/- 4427 )"
Housing,"Mortgage Status","Housing units with a mortgage",127498,"(+/- 4634 )",123522,"(+/- 4608 )",123096,"(+/- 4830 )",118803,"(+/- 3943 )",92311,"(+/- 4266 )",54262,"(+/- 3930 )",36583,"(+/- 2958 )",66974,"(+/- 3570 )",52364,"(+/- 2894 )",49337,"(+/- 4331 )",88639,"(+/- 4183 )",49164,"(+/- 4186 )",15776,"(+/- 1694 )",39674,"(+/- 2761 )",14256,"(+/- 1806 )",84460,"(+/- 3604 )",111309,"(+/- 4233 )",116476,"(+/- 4847 )",107709,"(+/- 3780 )",117132,"(+/- 4014 )",105719,"(+/- 3780 )",107115,"(+/- 3707 )",97731,"(+/- 3500 )",112897,"(+/- 3836 )",120094,"(+/- 3686 )",107729,"(+/- 3555 )",133832,"(+/- 4106 )"
Housing,"Mortgage Status","Housing units without a mortgage",75975,"(+/- 4517 )",59842,"(+/- 3392 )",88008,"(+/- 4618 )",64039,"(+/- 3491 )",39143,"(+/- 2630 )",67077,"(+/- 4093 )",21620,"(+/- 1942 )",33185,"(+/- 2495 )",33473,"(+/- 2689 )",50388,"(+/- 3884 )",56330,"(+/- 2610 )",51781,"(+/- 3803 )",13659,"(+/- 2097 )",33644,"(+/- 2709 )",8900,"(+/- 1645 )",54946,"(+/- 4042 )",58339,"(+/- 3207 )",59438,"(+/- 3183 )",90751,"(+/- 3601 )",64864,"(+/- 2784 )",91622,"(+/- 3322 )",85327,"(+/- 3516 )",98566,"(+/- 2848 )",77984,"(+/- 3603 )",63029,"(+/- 2724 )",74949,"(+/- 3474 )",94175,"(+/- 3727 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",127498,"(+/- 4634 )",123522,"(+/- 4608 )",123096,"(+/- 4830 )",118803,"(+/- 3943 )",92311,"(+/- 4266 )",54262,"(+/- 3930 )",36583,"(+/- 2958 )",66974,"(+/- 3570 )",52364,"(+/- 2894 )",49337,"(+/- 4331 )",88639,"(+/- 4183 )",49164,"(+/- 4186 )",15776,"(+/- 1694 )",39674,"(+/- 2761 )",14256,"(+/- 1806 )",84460,"(+/- 3604 )",111309,"(+/- 4233 )",116476,"(+/- 4847 )",107709,"(+/- 3780 )",117132,"(+/- 4014 )",105719,"(+/- 3780 )",107115,"(+/- 3707 )",97731,"(+/- 3500 )",112897,"(+/- 3836 )",120094,"(+/- 3686 )",107729,"(+/- 3555 )",133832,"(+/- 4106 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",152,"(+/- 199 )",0,"(+/- 207 )",174,"(+/- 160 )",34,"(+/- 56 )",373,"(+/- 272 )",209,"(+/- 188 )",129,"(+/- 130 )",375,"(+/- 270 )",375,"(+/- 268 )",263,"(+/- 250 )",70,"(+/- 84 )",324,"(+/- 361 )",653,"(+/- 465 )",78,"(+/- 104 )",194,"(+/- 238 )",2353,"(+/- 1092 )",439,"(+/- 260 )",29,"(+/- 48 )",1058,"(+/- 467 )",1639,"(+/- 754 )",1955,"(+/- 518 )",1231,"(+/- 462 )",1539,"(+/- 517 )",1692,"(+/- 548 )",1192,"(+/- 425 )",2656,"(+/- 755 )",1843,"(+/- 757 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",2019,"(+/- 726 )",1455,"(+/- 577 )",2137,"(+/- 583 )",2565,"(+/- 831 )",1083,"(+/- 406 )",5110,"(+/- 1441 )",1040,"(+/- 480 )",2395,"(+/- 1088 )",1776,"(+/- 547 )",1094,"(+/- 541 )",2238,"(+/- 691 )",975,"(+/- 584 )",1997,"(+/- 753 )",3084,"(+/- 1041 )",1247,"(+/- 551 )",5377,"(+/- 1050 )",2355,"(+/- 776 )",3172,"(+/- 878 )",13359,"(+/- 1736 )",12151,"(+/- 1869 )",26813,"(+/- 2127 )",30437,"(+/- 2654 )",32604,"(+/- 1899 )",27482,"(+/- 2159 )",25674,"(+/- 2557 )",32732,"(+/- 2496 )",25083,"(+/- 2479 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",6869,"(+/- 1495 )",3724,"(+/- 923 )",6444,"(+/- 1321 )",3357,"(+/- 1098 )",3666,"(+/- 849 )",6973,"(+/- 1533 )",1818,"(+/- 572 )",2833,"(+/- 746 )",4329,"(+/- 940 )",4351,"(+/- 2109 )",7748,"(+/- 1388 )",1540,"(+/- 475 )",1709,"(+/- 671 )",4825,"(+/- 1145 )",1330,"(+/- 572 )",6228,"(+/- 1349 )",5058,"(+/- 1675 )",11420,"(+/- 1721 )",31310,"(+/- 2542 )",31496,"(+/- 2830 )",38447,"(+/- 2698 )",43766,"(+/- 3100 )",35286,"(+/- 1997 )",42300,"(+/- 2763 )",45024,"(+/- 2931 )",41599,"(+/- 3161 )",50951,"(+/- 3166 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15262,"(+/- 1985 )",13387,"(+/- 1873 )",9713,"(+/- 1572 )",7789,"(+/- 1438 )",11894,"(+/- 1790 )",7127,"(+/- 1288 )",4291,"(+/- 961 )",9098,"(+/- 1521 )",6075,"(+/- 1315 )",3529,"(+/- 1063 )",13356,"(+/- 1913 )",3971,"(+/- 1055 )",2695,"(+/- 686 )",4935,"(+/- 1133 )",1509,"(+/- 566 )",6357,"(+/- 1393 )",7842,"(+/- 1677 )",20871,"(+/- 2533 )",26107,"(+/- 2280 )",33214,"(+/- 2754 )",20855,"(+/- 2193 )",17311,"(+/- 1438 )",16370,"(+/- 1745 )",23299,"(+/- 2327 )",24764,"(+/- 2133 )",18345,"(+/- 2254 )",28131,"(+/- 2532 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",26809,"(+/- 2618 )",21732,"(+/- 2380 )",11318,"(+/- 1662 )",13534,"(+/- 1793 )",18914,"(+/- 2101 )",7027,"(+/- 1363 )",5132,"(+/- 1289 )",10269,"(+/- 1657 )",7836,"(+/- 1456 )",4325,"(+/- 1013 )",17318,"(+/- 1995 )",3269,"(+/- 1116 )",2194,"(+/- 712 )",6735,"(+/- 1531 )",2480,"(+/- 922 )",9333,"(+/- 1573 )",12383,"(+/- 1810 )",25597,"(+/- 2626 )",16946,"(+/- 1639 )",20382,"(+/- 2078 )",9141,"(+/- 1330 )",6757,"(+/- 960 )",6152,"(+/- 986 )",8600,"(+/- 1124 )",12836,"(+/- 1548 )",6284,"(+/- 1236 )",14631,"(+/- 1648 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",27311,"(+/- 2857 )",30745,"(+/- 3094 )",15407,"(+/- 2208 )",21060,"(+/- 1961 )",20399,"(+/- 2032 )",7587,"(+/- 1301 )",5540,"(+/- 1174 )",11774,"(+/- 1603 )",7939,"(+/- 1356 )",5233,"(+/- 1190 )",15793,"(+/- 2085 )",6868,"(+/- 1552 )",1523,"(+/- 499 )",6265,"(+/- 1255 )",2904,"(+/- 864 )",10909,"(+/- 1762 )",17648,"(+/- 1966 )",19397,"(+/- 1919 )",8597,"(+/- 1268 )",8981,"(+/- 1431 )",4399,"(+/- 959 )",3673,"(+/- 939 )",2187,"(+/- 567 )",4556,"(+/- 887 )",4383,"(+/- 1002 )",1724,"(+/- 521 )",6088,"(+/- 1104 )"
